PLAYER,TEAM,POS,CUSH,SEP,TAY,TAY%,REC,TAR,CTCH%,YDS,TD,YAC,xYAC,+/-,Season,Week
Robby Anderson,NYJ,WR,9.1,3.3,24,45.24,4,7,57.14,85,1,2.5,3.1,-0.6,2017,10
DeSean Jackson,TB,WR,7.9,2.8,13.9,43.04,6,10,60,82,0,4.1,3.7,0.4,2017,10
Stefon Diggs,MIN,WR,7.1,2.2,13.7,28.62,4,5,80,78,1,6,4.5,1.4,2017,10
Vernon Davis,WAS,TE,6.7,4.9,6.3,18.79,7,11,63.64,76,0,6.3,6.7,-0.4,2017,10
Jamison Crowder,WAS,WR,6.5,4.1,8.8,26.16,4,11,36.36,76,0,9.7,8.4,1.3,2017,10
Brandin Cooks,NE,WR,5.1,2.7,12.4,43.5,6,11,54.55,74,0,5.9,4.6,1.3,2017,10
Rob Gronkowski,NE,TE,4,2,12.8,28.7,4,7,57.14,74,0,7.5,3.7,3.8,2017,10
Seth DeValve,CLE,TE,9.1,4.2,10.8,15.22,4,6,66.67,70,0,6.9,7,-0.2,2017,10
Allen Hurns,JAX,WR,5.7,1.4,6.4,12.3,7,9,77.78,70,0,4.4,2.8,1.5,2017,10
Chris Godwin,TB,WR,7.2,2,14,43.24,5,10,50,68,0,3.6,3.6,0,2017,10
Kenny Stills,MIA,WR,7,5.2,7.7,19.79,5,8,62.5,67,0,5.5,4,1.5,2017,10
Garrett Celek,SF,TE,6.3,4,7.6,24.56,4,6,66.67,67,1,10.5,6.3,4.2,2017,10
Austin Seferian-Jenkins,NYJ,TE,3.7,2.8,8.4,20.36,6,9,66.67,67,0,2.2,2.3,-0.1,2017,10
DeVante Parker,MIA,WR,6.9,2,12.1,34.78,6,9,66.67,66,0,3.2,3.4,-0.2,2017,10
Jermaine Gresham,ARI,TE,6.4,2.7,7,9.21,5,7,71.43,64,1,7.5,5.7,1.8,2017,10
Delanie Walker,TEN,TE,6.5,2.8,9.8,24.04,6,9,66.67,63,0,3.5,3.8,-0.2,2017,10
Keelan Cole,JAX,WR,3.8,2.3,20.9,35.4,3,8,37.5,61,0,6.3,4.7,1.6,2017,10
Jason Witten,DAL,TE,5.2,2.6,6.8,18.57,7,7,100,59,0,1.6,2.6,-1,2017,10
Josh Bellamy,CHI,WR,6.1,2.1,16,35.45,2,7,28.57,57,1,4.8,4.3,0.5,2017,10
Julio Jones,ATL,WR,4.6,1.6,8.8,30.3,6,8,75,57,0,2.4,4.2,-1.8,2017,10
Marqise Lee,JAX,WR,4.5,2.8,12.9,30.05,6,11,54.55,55,1,4.1,5.6,-1.6,2017,10
Rishard Matthews,TEN,WR,5.9,2.5,11.8,22.42,5,7,71.43,50,0,1.1,2.2,-1.1,2017,10
Austin Hooper,ATL,TE,8.5,5.5,2.2,5.8,6,6,100,49,1,5.9,6.1,-0.2,2017,10
Tyrell Williams,LAC,WR,7.4,2.7,19.5,27.73,2,5,40,49,0,11.1,7.9,3.2,2017,10
Keenan Allen,LAC,WR,7,2.3,11.2,22.32,4,7,57.14,48,0,1.3,1.6,-0.3,2017,10
Corey Davis,TEN,WR,3.9,2.7,11,29.98,4,10,40,48,0,4.8,3.6,1.2,2017,10
Cooper Kupp,LAR,WR,8.1,3.1,3.6,10.35,6,7,85.71,47,0,4.7,4.3,0.3,2017,10
Antonio Brown,PIT,WR,3.8,4.3,13.5,38.82,3,7,42.86,47,0,9.7,8,1.7,2017,10
Kendall Wright,CHI,WR,4.9,3.3,6.4,16.19,5,8,62.5,46,0,6.6,6.8,-0.2,2017,10
Curtis Samuel,CAR,WR,5.7,4.1,9.8,28.96,5,7,71.43,45,0,3.5,6.5,-3,2017,10
Demaryius Thomas,DEN,WR,5.2,2.9,8.6,25.18,5,8,62.5,44,1,3.8,3.5,0.3,2017,10
Martavis Bryant,PIT,WR,9.1,4.9,8.2,16.97,3,5,60,42,0,14.9,13.3,1.5,2017,10
Jarvis Landry,MIA,WR,6.7,3.3,8,25.69,5,10,50,42,1,2.7,4.2,-1.5,2017,10
Kelvin Benjamin,BUF,WR,6.5,1.6,12.8,27.24,3,6,50,42,0,1.3,3,-1.7,2017,10
Bruce Ellington,HOU,WR,7.5,3.1,9.8,24.73,4,9,44.44,41,1,5.4,3.2,2.3,2017,10
Russell Shepard,CAR,WR,4.9,3.4,8.1,23.92,3,7,42.86,40,0,8.1,7.2,0.9,2017,10
Dez Bryant,DAL,WR,4.5,2.3,11.2,34.68,4,8,50,39,0,3.9,4.6,-0.7,2017,10
Kyle Rudolph,MIN,TE,3.5,3.4,5.6,16.26,5,7,71.43,37,0,4.1,6.1,-2,2017,10
Jermaine Kearse,NYJ,WR,7.2,2.9,8.9,19.26,4,8,50,35,0,2.2,3.8,-1.6,2017,10
Ed Dickson,CAR,TE,6.3,5.3,9.1,19.23,3,5,60,33,1,2,3.1,-1.1,2017,10
Evan Engram,NYG,TE,3.8,2.2,9.5,28.05,6,9,66.67,31,1,1.9,1.4,0.5,2017,10
Josh Doctson,WAS,WR,7.7,3.4,13.1,24.71,4,7,57.14,30,0,1.3,1.4,-0.1,2017,10
Mohamed Sanu,ATL,WR,5.2,1.2,7.5,16.15,3,5,60,29,0,1.9,1.9,0,2017,10
Marcedes Lewis,JAX,TE,3.4,2.3,11.2,11.87,2,5,40,29,0,5.9,3.8,2.1,2017,10
Cody Latimer,DEN,WR,5.9,5.3,3.4,6.2,3,5,60,28,0,5.7,6.7,-1,2017,10
Jimmy Graham,SEA,TE,6.6,2.2,6.8,24.31,6,9,66.67,27,2,1.1,1.3,-0.2,2017,10
John Brown,ARI,WR,3.7,1.5,19.1,21.65,2,6,33.33,27,0,1.3,2.7,-1.4,2017,10
Jonnu Smith,TEN,TE,5.6,2.3,4.5,6.12,2,5,40,20,0,8.2,7,1.2,2017,10
Ricardo Louis,CLE,WR,5.3,1.3,17.3,24.23,2,6,33.33,15,0,-1,0,-1,2017,10
Jaron Brown,ARI,WR,4,1.8,8.6,9.72,2,6,33.33,13,0,1.2,1.3,-0.2,2017,10
C.J. Fiedorowicz,HOU,TE,4.8,2,7.3,10.3,2,5,40,10,0,0.8,3.2,-2.4,2017,10
Jack Doyle,IND,TE,8.3,3.6,0.8,2.05,2,5,40,9,0,4.4,6.8,-2.3,2017,10
Julius Thomas,MIA,TE,5.4,3.1,14,22.37,2,5,40,8,1,5.4,4.3,1.1,2017,10
Tyler Kroft,CIN,TE,5.5,1.9,14.1,29.05,1,6,16.67,4,0,4.3,5.8,-1.4,2017,10
David Njoku,CLE,TE,4.2,1.1,16.6,23.28,1,6,16.67,3,0,0.3,0,0.3,2017,10
Kenny Stills,MIA,WR,7.9,2.5,19.2,42.62,7,8,87.5,180,1,7.6,6.3,1.4,2017,11
Keenan Allen,LAC,WR,5.2,3.8,7.7,33.79,12,13,92.31,159,2,5.8,5.8,0,2017,11
Brandin Cooks,NE,WR,5.4,2.3,19.3,62.78,6,9,66.67,149,1,7.6,7.1,0.5,2017,11
Antonio Brown,PIT,WR,3.6,2.1,15.3,48.01,10,13,76.92,144,3,1.2,2.1,-1,2017,11
Davante Adams,GB,WR,2.9,2.2,11.1,36.19,8,10,80,126,0,4.4,5.5,-1.1,2017,11
Adam Thielen,MIN,WR,6.4,2.7,12,48.79,6,9,66.67,123,1,12.5,6,6.5,2017,11
Rishard Matthews,TEN,WR,8.4,2.7,12.9,28.23,5,6,83.33,113,1,9.6,7.8,1.7,2017,11
Travis Kelce,KC,TE,7.2,3.1,9.6,44.96,8,14,57.14,109,0,6,6.5,-0.5,2017,11
Jarvis Landry,MIA,WR,5.6,2.9,9.7,29.72,6,11,54.55,95,1,8.7,8.7,-0.1,2017,11
Delanie Walker,TEN,TE,6,4,10,33.11,6,9,66.67,92,0,6.6,5.9,0.6,2017,11
Mike Evans,TB,WR,3.6,2.1,14.1,45.64,5,10,50,92,0,3.1,1.4,1.8,2017,11
Larry Fitzgerald,ARI,WR,7.5,3.3,6.3,21.71,9,10,90,91,1,4.7,4,0.7,2017,11
Michael Thomas,NO,WR,5.1,2,11.5,43.74,6,11,54.55,91,0,5.7,6,-0.3,2017,11
Coby Fleener,NO,TE,3.3,3.5,9.6,16.64,5,5,100,91,0,8.6,7.9,0.7,2017,11
Ted Ginn,NO,WR,4.8,2.9,13.3,27.67,6,6,100,87,0,1.2,2,-0.9,2017,11
Marvin Jones,DET,WR,4.2,3.8,16.7,35.08,4,7,57.14,85,1,3.8,1.4,2.4,2017,11
Robert Woods,LAR,WR,7.5,2.4,12.3,37.14,8,11,72.73,81,0,3.7,3.4,0.3,2017,11
Josh Doctson,WAS,WR,3.3,1.6,16.5,37.79,4,7,57.14,81,0,9.4,8.2,1.2,2017,11
Corey Coleman,CLE,WR,7.1,2.1,12.9,48.25,6,11,54.55,80,0,1.2,1.9,-0.8,2017,11
DeAndre Hopkins,HOU,WR,3,2.1,18.7,56.23,4,9,44.44,75,1,6.2,5.9,0.4,2017,11
Jamison Crowder,WAS,WR,6.9,5.5,3.6,9.35,7,8,87.5,72,0,6.9,9.3,-2.3,2017,11
Julio Jones,ATL,WR,4.5,1.9,13.8,57.9,5,10,50,71,0,1.5,2,-0.5,2017,11
Tyreek Hill,KC,WR,7.4,4.3,2.9,6.86,7,7,100,68,0,6.8,6.8,0,2017,11
Zay Jones,BUF,WR,3.8,3,13.7,21.7,4,7,57.14,68,0,4.4,8.9,-4.5,2017,11
Vernon Davis,WAS,TE,5.5,3,15.3,30.04,3,6,50,67,0,5.7,6.7,-1,2017,11
Alshon Jeffery,PHI,WR,4.6,1.9,16.8,49.2,4,7,57.14,67,1,2.4,2,0.4,2017,11
Danny Amendola,NE,WR,6,3.2,8,25.99,8,9,88.89,66,1,2,2.6,-0.6,2017,11
Cooper Kupp,LAR,WR,7.3,3.3,9.6,18.36,6,7,85.71,64,0,3.2,3.1,0.2,2017,11
Demaryius Thomas,DEN,WR,3.8,2.7,11.6,29.46,5,9,55.56,64,1,4.9,5.7,-0.8,2017,11
Dez Bryant,DAL,WR,8.1,3.5,9.6,47.14,8,14,57.14,63,0,4.5,4.6,-0.2,2017,11
Bruce Ellington,HOU,WR,6.5,3.7,6.1,14.33,6,7,85.71,63,0,4.2,3.2,1,2017,11
Jimmy Graham,SEA,TE,5.7,1.8,7.2,29.3,7,11,63.64,58,1,2.5,2.7,-0.2,2017,11
Kyle Rudolph,MIN,TE,4.3,4.8,3.9,12.21,5,7,71.43,58,0,6.8,6.3,0.4,2017,11
Paul Richardson,SEA,WR,5.1,3.4,10.5,31.24,5,8,62.5,56,0,3.8,6,-2.2,2017,11
T.J. Jones,DET,WR,5.1,2.8,16.3,24.51,4,5,80,55,0,1.7,2,-0.4,2017,11
Ricky Seals-Jones,ARI,TE,6,1.6,13.3,22.76,3,5,60,54,2,4.8,2.7,2.1,2017,11
Michael Crabtree,OAK,WR,5.1,1.8,11.8,25.81,6,11,54.55,51,0,4.4,2.8,1.7,2017,11
A.J. Green,CIN,WR,4.2,1.8,12.5,59.24,4,9,44.44,50,1,1.3,0.7,0.7,2017,11
Eric Ebron,DET,TE,5.1,2.4,8.1,16.98,4,7,57.14,49,0,2.6,3.4,-0.8,2017,11
Tavarres King,NYG,WR,5.9,1.4,15.2,30.35,3,5,60,48,0,2.9,2.8,0.1,2017,11
JuJu Smith-Schuster,PIT,WR,4.1,1.7,13.2,25.49,4,8,50,47,0,3.4,3.8,-0.4,2017,11
Marqise Lee,JAX,WR,8.9,3.7,7.1,34.01,5,9,55.56,45,0,6.2,6.1,0.1,2017,11
Dontrelle Inman,CHI,WR,7.9,1.2,13.4,29.22,3,5,60,43,0,0.1,0.4,-0.3,2017,11
Doug Baldwin,SEA,WR,5.8,1.8,13.8,30.71,2,6,33.33,40,1,-1.3,-0.4,-0.9,2017,11
Deonte Thompson,BUF,WR,3.8,1.9,10.9,19.67,3,8,37.5,38,0,3.2,2,1.3,2017,11
Mike Williams,LAC,WR,3.5,1.1,11.6,31.18,5,8,62.5,38,0,0.6,1.2,-0.6,2017,11
Tyler Lockett,SEA,WR,9.1,5.6,2.2,4.08,4,5,80,37,0,8.1,8.7,-0.6,2017,11
Brandon LaFell,CIN,WR,5.4,2.1,7.3,19.22,3,5,60,37,0,5.6,9.6,-4,2017,11
Austin Traylor,DEN,TE,6.8,2.4,6.5,9.17,4,5,80,36,0,2.1,1.6,0.5,2017,11
Seth Roberts,OAK,WR,4.5,2.1,11.2,20.03,5,9,55.56,36,0,0.6,1.2,-0.7,2017,11
Jared Cook,OAK,TE,3.3,1.6,10.6,10.55,2,5,40,36,0,0.2,3,-2.7,2017,11
Dede Westbrook,JAX,WR,8,3.2,11.1,35.39,3,6,50,35,0,2.4,3.3,-0.9,2017,11
Terrance Williams,DAL,WR,7.9,2.6,10.7,26.21,4,7,57.14,35,0,-0.4,0.8,-1.2,2017,11
Travis Rudolph,NYG,WR,6.5,3.2,7.8,18.71,3,6,50,34,0,2.1,3.7,-1.6,2017,11
Jeremy Maclin,BAL,WR,4.8,1.6,10.5,38.54,4,5,80,34,0,2.1,1.3,0.8,2017,11
Randall Cobb,GB,WR,4.5,3.1,7.7,14.99,3,6,50,34,0,3.5,4.7,-1.2,2017,11
Stefon Diggs,MIN,WR,7.2,4.6,11.5,31,4,6,66.67,32,0,5.1,6.3,-1.2,2017,11
Amari Cooper,OAK,WR,4.1,2.9,10.1,14.07,3,7,42.86,28,1,2.8,2.9,-0.1,2017,11
Corey Davis,TEN,WR,10.1,3.2,10.1,25.94,3,7,42.86,27,0,1,2.3,-1.4,2017,11
DeVante Parker,MIA,WR,7.8,2.7,7.2,17.93,4,9,44.44,26,0,4.2,6.3,-2.2,2017,11
Hunter Henry,LAC,TE,8.7,2.7,10.5,17.63,2,5,40,25,0,2.6,5.1,-2.5,2017,11
Keelan Cole,JAX,WR,8,3.3,4.6,14.71,3,6,50,24,0,3.7,2.1,1.6,2017,11
Jordy Nelson,GB,WR,5.4,2.2,11.5,22.41,2,6,33.33,24,0,2.3,2.4,-0.2,2017,11
Daniel Brown,CHI,TE,5.3,4.2,9.6,20.84,2,5,40,23,0,8.5,7.8,0.7,2017,11
Jesse James,PIT,TE,6.7,3.6,8.7,16.72,5,8,62.5,21,1,1.5,1.6,-0.1,2017,11
John Brown,ARI,WR,6.3,2.1,7.3,14.96,3,6,50,18,0,2.8,3.4,-0.6,2017,11
Emmanuel Sanders,DEN,WR,5.5,1.4,10.3,23.21,2,8,25,15,0,2,2,-0.1,2017,11
Evan Engram,NYG,TE,4.6,2.1,9.9,23.7,1,6,16.67,9,0,-0.1,1,-1.1,2017,11
Zach Ertz,PHI,TE,6.3,2.2,4.3,8.98,2,5,40,8,0,3,2.6,0.4,2017,11
Brandon Tate,BUF,WR,4,2.8,13.8,15.61,1,5,20,7,0,0.8,0.9,-0.1,2017,11
Tyler Higbee,LAR,TE,8,1.5,8.2,11.31,1,5,20,5,0,0.4,1.9,-1.5,2017,11
Nelson Agholor,PHI,WR,5.2,2,7.9,16.58,1,5,20,-2,0,1.4,1.8,-0.4,2017,11
Julio Jones,ATL,WR,7.9,2.9,17,78.12,12,15,80,253,2,5.5,4.7,0.8,2017,12
Keenan Allen,LAC,WR,4.3,2.2,10.2,44.39,11,14,78.57,172,1,6.2,5.2,1.1,2017,12
Antonio Brown,PIT,WR,3.4,2.6,12.3,50.28,10,12,83.33,169,2,5,4.7,0.3,2017,12
Robby Anderson,NYJ,WR,5.3,2.2,20.3,59.52,6,10,60,146,2,4.3,4,0.3,2017,12
Jamison Crowder,WAS,WR,7.4,3,9.4,38.05,7,10,70,141,1,10,9.5,0.5,2017,12
DeAndre Hopkins,HOU,WR,3,3,11.2,36.29,7,10,70,125,0,5.9,4.9,1,2017,12
Cooper Kupp,LAR,WR,10.1,4.3,10.2,30.79,8,11,72.73,116,0,6.3,7.2,-0.9,2017,12
Marvin Jones,DET,WR,6,2.3,11.4,34.46,6,9,66.67,109,2,8.4,5.6,2.8,2017,12
Devin Funchess,CAR,WR,6.9,2,15.3,51.94,7,12,58.33,108,0,4.7,4.2,0.5,2017,12
Jermaine Kearse,NYJ,WR,3.9,3.6,6.2,20.11,7,11,63.64,105,1,9.9,6,3.9,2017,12
Zach Ertz,PHI,TE,4.9,3.3,7.3,28.73,10,12,83.33,103,1,3,3.8,-0.8,2017,12
Jack Doyle,IND,TE,3.3,3.3,8.3,39.08,7,8,87.5,94,0,5.9,5.6,0.3,2017,12
Adam Thielen,MIN,WR,7.4,2.7,10.2,34.98,8,11,72.73,89,0,1.6,2.1,-0.4,2017,12
Brandin Cooks,NE,WR,4.6,4.1,10.8,33.77,6,7,85.71,83,1,3.7,4.4,-0.8,2017,12
Davante Adams,GB,WR,6.6,2.7,10,57.48,5,8,62.5,82,1,6.5,4.1,2.4,2017,12
Rob Gronkowski,NE,TE,5.2,3.1,9.7,34.64,5,8,62.5,82,2,5.9,3.8,2.1,2017,12
Sammy Watkins,LAR,WR,3.4,1.9,15.2,37.67,4,9,44.44,82,1,8.1,6,2.1,2017,12
Mike Evans,TB,WR,6.2,2.1,11.9,41.61,6,12,50,78,0,2.5,2.2,0.3,2017,12
Marquise Goodwin,SF,WR,4.5,2.6,17.5,37,4,6,66.67,78,0,3.6,2.7,0.8,2017,12
Hunter Henry,LAC,TE,4.9,2.7,9.3,14.41,5,5,100,76,1,7,6.3,0.6,2017,12
Ricky Seals-Jones,ARI,TE,6.3,2.5,9.3,16.23,4,6,66.67,72,1,7.6,5.8,1.8,2017,12
Ted Ginn,NO,WR,7.4,3.5,14.2,60.28,7,11,63.64,71,0,2.7,5.2,-2.5,2017,12
Paul Richardson,SEA,WR,6.8,3.2,17.5,38.28,4,7,57.14,70,0,5.5,3.1,2.4,2017,12
Jarvis Landry,MIA,WR,5.5,2.5,5.3,25.76,8,9,88.89,70,0,4.6,4.8,-0.2,2017,12
A.J. Green,CIN,WR,8.3,2.4,12.6,53.38,5,8,62.5,66,0,1,1.9,-0.9,2017,12
Stefon Diggs,MIN,WR,6.2,2.5,12.2,26.64,5,7,71.43,66,0,10,7,2.9,2017,12
Dontrelle Inman,CHI,WR,10,1.2,15.4,47.93,4,9,44.44,64,0,-0.4,0.2,-0.6,2017,12
Mohamed Sanu,ATL,WR,6.9,2.9,4.4,12.12,8,9,88.89,64,0,3.7,3.9,-0.2,2017,12
Corey Coleman,CLE,WR,3.6,2.8,18.1,41.09,3,8,37.5,64,0,7.1,7,0.1,2017,12
Delanie Walker,TEN,TE,4.8,2.1,14.2,37.78,4,5,80,63,1,5.5,3.6,1.9,2017,12
DeSean Jackson,TB,WR,9.9,3.5,9.2,29.62,8,11,72.73,60,0,2,2.5,-0.5,2017,12
Terrance Williams,DAL,WR,5,3.4,10.6,22.65,4,5,80,54,0,7.1,7.3,-0.2,2017,12
Michael Thomas,NO,WR,5.9,2.2,11.1,34.27,5,8,62.5,52,0,5.4,7.4,-2,2017,12
Alshon Jeffery,PHI,WR,5.2,1.1,13.3,39.09,5,9,55.56,52,1,1.2,1.4,-0.3,2017,12
Julius Thomas,MIA,TE,3.5,3.2,4.9,15.7,5,6,83.33,52,0,5.2,4.1,1.1,2017,12
Mike Wallace,BAL,WR,6.9,2.4,14.3,58.64,5,11,45.45,48,0,3.5,4.4,-0.9,2017,12
Kenny Stills,MIA,WR,5.8,2.4,9.5,30.65,3,6,50,47,0,3.6,6.8,-3.2,2017,12
Jason Witten,DAL,TE,6.2,3.9,4.2,12.64,7,7,100,44,0,2,3.2,-1.1,2017,12
Braxton Miller,HOU,WR,2.9,3.1,9,17.53,5,6,83.33,43,0,0.6,1.8,-1.2,2017,12
Dede Westbrook,JAX,WR,7.3,3.9,8.7,37.87,6,10,60,41,0,5,5.2,-0.2,2017,12
Tyreek Hill,KC,WR,6.4,3.4,7.6,53.42,7,11,63.64,41,0,1.9,2.9,-0.9,2017,12
Martavis Bryant,PIT,WR,4.9,2.8,9.5,19.4,4,6,66.67,40,1,1.7,1.9,-0.3,2017,12
Adam Humphries,TB,WR,10.5,2.5,3.6,6.22,4,6,66.67,38,0,5.1,3.3,1.8,2017,12
Austin Hooper,ATL,TE,4.3,4.1,2,3.03,3,5,60,38,0,9.7,8.6,1.2,2017,12
C.J. Fiedorowicz,HOU,TE,9.6,3.1,9.8,25.32,4,8,50,37,0,3.8,3.4,0.4,2017,12
Josh Reynolds,LAR,WR,8.2,2.5,12.4,20.54,4,6,66.67,37,1,1.2,1.4,-0.1,2017,12
Dez Bryant,DAL,WR,3.4,0.8,16,34.1,3,5,60,37,0,1.3,1.1,0.2,2017,12
Albert Wilson,KC,WR,7.9,5,0,-0.17,3,7,42.86,36,1,14,15.2,-1.2,2017,12
Jimmy Graham,SEA,TE,4.5,1.2,12.6,23.71,3,6,50,34,1,3.1,3.5,-0.4,2017,12
Brandon LaFell,CIN,WR,8.9,4.9,6.9,21.86,3,6,50,33,0,12.7,11.6,1.1,2017,12
Zay Jones,BUF,WR,5.1,1.7,12.1,55.85,3,10,30,33,1,5,6.4,-1.3,2017,12
Nelson Agholor,PHI,WR,4.1,3.3,11.4,22.37,3,6,50,32,1,6.8,3.9,2.9,2017,12
Torrey Smith,PHI,WR,7.9,1.6,5,8.26,4,5,80,30,0,3,3.4,-0.4,2017,12
Keelan Cole,JAX,WR,6.9,3,14.6,44.45,2,7,28.57,30,0,13.7,9.2,4.5,2017,12
Bruce Ellington,HOU,WR,6.7,3.9,6.2,16.08,3,8,37.5,29,0,6.2,8.5,-2.3,2017,12
Austin Seferian-Jenkins,NYJ,TE,3.3,2.4,9.2,18.9,2,7,28.57,27,0,10,10.9,-0.9,2017,12
Roger Lewis,NYG,WR,4.8,1.6,6.5,25.18,3,7,42.86,26,0,0.7,1.9,-1.2,2017,12
Eli Rogers,PIT,WR,3.4,2.5,10.5,25.17,3,7,42.86,21,0,2.6,2.8,-0.2,2017,12
Tre McBride,CHI,WR,9.8,1.9,13.6,28.2,2,6,33.33,20,0,0.3,1.2,-0.8,2017,12
Demaryius Thomas,DEN,WR,7.2,2.6,6.9,16.97,5,8,62.5,18,0,2.3,3.5,-1.2,2017,12
Evan Engram,NYG,TE,4.2,1.7,6.6,25.89,3,7,42.86,18,0,0.7,1.7,-1,2017,12
Niles Paul,WAS,TE,7,2.7,6.3,12.67,3,5,60,16,0,3.5,4.8,-1.4,2017,12
Kendall Wright,CHI,WR,7.5,3.4,8.3,14.32,2,5,40,15,0,3.4,3.7,-0.2,2017,12
T.Y. Hilton,IND,WR,5.8,1.9,11.6,34.15,2,5,40,15,0,0.8,1,-0.2,2017,12
Larry Fitzgerald,ARI,WR,6.2,1.4,7.4,17.25,3,8,37.5,12,0,0.5,1.4,-0.9,2017,12
Emmanuel Sanders,DEN,WR,6.1,3.4,6.1,11.34,3,6,50,12,0,1.6,3.4,-1.7,2017,12
Jordy Nelson,GB,WR,8.5,4.1,3.8,13.76,3,5,60,11,0,4.1,3.9,0.3,2017,12
Golden Tate,DET,WR,5.7,2.3,6.9,18.42,4,8,50,7,0,1.5,4.5,-3.1,2017,12
Jeremy Maclin,BAL,WR,5.5,3.5,7.4,13.76,1,5,20,6,0,3.9,7.3,-3.4,2017,12
Jared Cook,OAK,TE,4.4,2.6,6.2,18.65,1,5,20,2,0,1.1,1.3,-0.2,2017,12
Tyreek Hill,KC,WR,7.5,2.6,24,53.75,6,9,66.67,185,2,9.9,7,2.9,2017,13
Jermaine Kearse,NYJ,WR,6.9,3.6,7.7,26.95,9,10,90,157,0,9.5,6.7,2.8,2017,13
Rob Gronkowski,NE,TE,5.5,2.5,12.4,61.65,9,11,81.82,147,0,5.2,5,0.2,2017,13
Nelson Agholor,PHI,WR,5.5,3,22.3,51.48,7,12,58.33,141,1,4.5,3.7,0.9,2017,13
Mike Wallace,BAL,WR,5.2,2,15.7,41.64,5,8,62.5,116,0,8,5.8,2.2,2017,13
Robby Anderson,NYJ,WR,6,3.3,10.9,46.03,8,12,66.67,107,0,6.1,7.2,-1.1,2017,13
Keenan Allen,LAC,WR,7.4,2.8,9.9,39.46,10,14,71.43,105,1,4.3,5.3,-1.1,2017,13
Antonio Brown,PIT,WR,3.2,2.1,13.2,54.4,8,16,50,101,1,3.2,3.1,0.1,2017,13
Marquise Goodwin,SF,WR,8.1,2.8,10.2,28.63,8,8,100,99,0,2.2,3.6,-1.4,2017,13
Evan Engram,NYG,TE,5.8,4.3,7.5,31.98,7,8,87.5,99,1,7.2,4,3.2,2017,13
Larry Fitzgerald,ARI,WR,7.1,3.5,6.2,16.92,10,10,100,98,1,3.5,3.4,0.1,2017,13
Kenny Stills,MIA,WR,4.7,2.1,18.5,69.41,5,13,38.46,98,1,1.8,2.1,-0.4,2017,13
Travis Kelce,KC,TE,4.5,3.7,17.4,34.62,4,8,50,94,2,9.3,6.2,3.1,2017,13
Trent Taylor,SF,WR,6.3,2.9,7.4,15.53,6,6,100,92,0,8,9,-1,2017,13
Marvin Jones,DET,WR,4.1,2.2,21.4,56.35,4,8,50,90,0,2.4,3.8,-1.4,2017,13
Marqise Lee,JAX,WR,5.6,1.9,13.4,48.88,7,10,70,86,1,1.6,2,-0.4,2017,13
Josh Gordon,CLE,WR,4.3,2,17.4,46.34,4,11,36.36,85,0,8.7,6.2,2.5,2017,13
Doug Baldwin,SEA,WR,6.4,2.2,12.1,39.41,5,7,71.43,84,0,5.5,4.6,0.9,2017,13
Hunter Henry,LAC,TE,6.2,2.7,8.6,22.24,7,9,77.78,81,0,3,3.3,-0.3,2017,13
DeAndre Hopkins,HOU,WR,3.7,1.7,10.8,39.21,8,14,57.14,80,0,3.2,2.7,0.5,2017,13
Stephen Anderson,HOU,TE,4,2,10.3,32,5,12,41.67,79,1,3.3,4.5,-1.3,2017,13
Dede Westbrook,JAX,WR,5.1,3.4,7,23.01,6,9,66.67,78,0,5.1,4.7,0.4,2017,13
A.J. Green,CIN,WR,5.9,3,14.3,61.53,7,16,43.75,77,2,1.8,2,-0.2,2017,13
Ryan Grant,WAS,WR,7.8,3.3,8.5,42.86,5,9,55.56,76,1,6.7,7.1,-0.4,2017,13
David Njoku,CLE,TE,5.2,2.5,13.8,20,4,6,66.67,74,1,7.4,5.4,2.1,2017,13
Michael Thomas,NO,WR,7.8,2.6,10.5,52.59,5,9,55.56,70,1,4.1,5.4,-1.3,2017,13
Golden Tate,DET,WR,7.1,4.1,4.3,14.17,8,10,80,69,0,5.5,5.8,-0.3,2017,13
Travis Benjamin,LAC,WR,9.1,4.1,13,22.33,4,6,66.67,68,0,10.1,8.2,1.9,2017,13
Cooper Kupp,LAR,WR,5.7,3.9,10.9,36.31,5,6,83.33,68,0,4.4,6.6,-2.2,2017,13
Jamison Crowder,WAS,WR,6.8,3.7,6.2,24.43,5,7,71.43,67,0,7.3,4.7,2.5,2017,13
Delanie Walker,TEN,TE,9.1,2.6,8.9,22.74,5,5,100,63,1,3.7,3.9,-0.2,2017,13
Jarvis Landry,MIA,WR,8.1,3.1,5,8.74,5,6,83.33,62,0,6.9,5.9,0.9,2017,13
Dez Bryant,DAL,WR,5.2,1.9,10.4,33.14,5,7,71.43,61,1,3.7,2.4,1.4,2017,13
Alshon Jeffery,PHI,WR,3.3,1,10.9,12.59,4,6,66.67,61,0,2.1,2.4,-0.3,2017,13
Devin Funchess,CAR,WR,6.6,2.6,10.4,43.11,4,7,57.14,60,1,7.1,4.4,2.7,2017,13
Sterling Shepard,NYG,WR,4.6,1.3,7.9,25.33,3,6,50,56,0,11.9,5.9,6,2017,13
Brandon LaFell,CIN,WR,7.2,2.1,12.9,24.17,4,7,57.14,55,0,3.7,4.6,-0.8,2017,13
Adam Thielen,MIN,WR,7.4,5.6,9.4,29.62,4,5,80,51,0,6.6,6.3,0.3,2017,13
